credit_profile_id,customer_id,credit_limit,credit_score,utilization_ratio
500812,100812,100000.00,629,0.70
500813,100813,200000.00,NULL,1.14
500814,100814,100000.00,898,0.13
500815,100815,75000.00,613,0.39
500816,100816,100000.00,NULL,0.27
500817,100817,75000.00,761,0.69
500818,100818,75000.00,883,0.49
500819,100819,150000.00,785,0.23
500820,100820,75000.00,NULL,0.79
500821,100821,100000.00,NULL,0.67
500822,100822,150000.00,328,0.37
500823,100823,150000.00,570,0.60
500824,100824,75000.00,800,0.91
500825,100825,200000.00,552,0.29
500826,100826,200000.00,684,0.39
500827,100827,300000.00,359,0.45
500828,100828,150000.00,406,0.91
500829,100829,75000.00,519,1.02
500830,100830,200000.00,740,0.48
500831,100831,75000.00,863,0.39
500832,100832,75000.00,871,1.07
500833,100833,150000.00,845,1.20
500834,100834,300000.00,395,0.82
500835,100835,150000.00,388,1.19
500836,100836,50000.00,530,0.81
500837,100837,200000.00,574,0.89
500838,100838,200000.00,545,0.50
500839,100839,200000.00,410,0.55
500840,100840,100000.00,533,0.22
500841,100841,75000.00,577,1.00
500842,100842,150000.00,776,1.12
500843,100843,200000.00,716,0.77
500844,100844,50000.00,427,0.45
500845,100845,200000.00,536,0.23
500846,100846,300000.00,427,0.35
500847,100847,75000.00,693,0.34
500848,100848,75000.00,774,0.76
500849,100849,150000.00,NULL,1.14
500850,100850,100000.00,410,0.11
500851,100851,150000.00,389,0.05
500852,100852,200000.00,NULL,0.74
500853,100853,300000.00,632,0.38
500854,100854,50000.00,523,1.06
500855,100855,150000.00,400,0.43
500856,100856,100000.00,431,0.38
500857,100857,150000.00,312,0.36
500858,100858,75000.00,756,0.22
500859,100859,200000.00,740,0.72
500860,100860,200000.00,397,0.24
500861,100861,200000.00,419,0.54
500862,100862,200000.00,NULL,0.58
500863,100863,200000.00,300,0.07
500864,100864,200000.00,871,0.07
500865,100865,50000.00,549,0.65
500866,100866,100000.00,NULL,0.85
500867,100867,200000.00,694,1.13
500868,100868,100000.00,343,0.26
500869,100869,300000.00,343,0.17
500870,100870,200000.00,377,0.11
500871,100871,150000.00,525,0.55
500872,100872,200000.00,461,0.77
500873,100873,75000.00,552,1.02
500874,100874,50000.00,431,0.84
500875,100875,150000.00,747,0.29
500876,100876,150000.00,773,0.58
500877,100877,75000.00,408,1.10
500878,100878,200000.00,334,0.43
500879,100879,50000.00,766,0.62
500880,100880,150000.00,574,1.15
500881,100881,50000.00,486,0.89
500882,100882,150000.00,542,0.91
500883,100883,200000.00,563,0.34
500884,100884,300000.00,821,0.53
500885,100885,150000.00,840,0.14
500886,100886,300000.00,386,0.75
500887,100887,150000.00,834,0.17
500888,100888,100000.00,509,1.01
500889,100889,200000.00,345,0.99
500890,100890,75000.00,766,0.66
500891,100891,300000.00,839,0.21
500892,100892,75000.00,325,0.08
500893,100893,200000.00,565,0.97
500894,100894,75000.00,474,0.74
500895,100895,200000.00,815,0.87
500896,100896,75000.00,610,0.40
500897,100897,300000.00,621,0.64
500898,100898,100000.00,878,0.91
500899,100899,75000.00,434,0.58
500900,100900,300000.00,354,0.74
500901,100901,150000.00,NULL,0.96
500902,100902,200000.00,885,0.30
500903,100903,50000.00,830,0.13
500904,100904,50000.00,455,0.66
500905,100905,200000.00,NULL,0.12
500906,100906,100000.00,784,0.93
500907,100907,75000.00,898,0.88
500908,100908,100000.00,319,1.06
500909,100909,50000.00,568,0.79
500910,100910,300000.00,632,0.13
500911,100911,200000.00,854,0.34
500912,100912,200000.00,700,0.98
500913,100913,100000.00,605,0.24
500914,100914,300000.00,327,0.85
500915,100915,100000.00,NULL,0.95
500916,100916,75000.00,559,0.43
500917,100917,150000.00,833,0.42
500918,100918,300000.00,400,0.69
500919,100919,150000.00,850,1.04
500920,100920,75000.00,652,0.31
500921,100921,150000.00,599,1.13
500922,100922,50000.00,595,0.74
500923,100923,150000.00,652,1.19
500924,100924,75000.00,429,0.15
500925,100925,150000.00,455,0.20
500926,100926,200000.00,373,1.00
500927,100927,100000.00,641,1.04
500928,100928,50000.00,764,0.56
500929,100929,200000.00,389,0.87
500930,100930,200000.00,878,1.05
500931,100931,75000.00,754,0.10
500932,100932,100000.00,631,0.71
500933,100933,100000.00,647,1.03
500934,100934,300000.00,532,0.51
500935,100935,50000.00,897,0.40
500936,100936,75000.00,401,0.97
500937,100937,50000.00,780,0.44
500938,100938,300000.00,513,0.05
500939,100939,150000.00,407,1.15
500940,100940,200000.00,464,0.73
500941,100941,50000.00,634,0.99
500942,100942,200000.00,385,1.00
500943,100943,75000.00,723,0.13
500944,100944,150000.00,663,0.25
500945,100945,75000.00,359,0.41
500946,100946,150000.00,781,0.42
500947,100947,150000.00,549,0.81
500948,100948,200000.00,859,0.77
500949,100949,75000.00,416,0.62
500950,100950,75000.00,844,0.29
500951,100951,50000.00,343,0.49
500952,100952,75000.00,808,0.68
500953,100953,50000.00,464,0.59
500954,100954,100000.00,667,0.20
500955,100955,100000.00,591,0.80
500956,100956,100000.00,585,0.13
500957,100957,300000.00,503,0.48
500958,100958,75000.00,823,0.87
500959,100959,300000.00,420,0.07
500960,100960,75000.00,487,0.71
500961,100961,50000.00,312,0.43
500962,100962,300000.00,499,0.06
500963,100963,300000.00,885,0.27
500964,100964,300000.00,755,1.13
500965,100965,150000.00,747,0.65
500966,100966,50000.00,370,1.20
500967,100967,100000.00,889,0.65
500968,100968,50000.00,429,0.68
500969,100969,150000.00,NULL,0.50
500970,100970,75000.00,NULL,0.41
500971,100971,50000.00,NULL,0.34
500972,100972,300000.00,834,0.44
500973,100973,100000.00,601,0.58
500974,100974,100000.00,NULL,0.27
500975,100975,75000.00,872,0.31
500976,100976,50000.00,414,0.36
500977,100977,150000.00,759,0.57
500978,100978,75000.00,804,0.80
500979,100979,50000.00,607,1.03
500980,100980,200000.00,624,0.38
500981,100981,100000.00,878,0.26
500982,100982,150000.00,474,0.49
500983,100983,300000.00,813,1.08
500984,100984,150000.00,471,0.06
500985,100985,300000.00,801,0.83
500986,100986,150000.00,633,0.60
500987,100987,100000.00,583,0.24
500988,100988,300000.00,774,0.42
500989,100989,50000.00,353,0.31
500990,100990,300000.00,757,1.06
500991,100991,75000.00,878,0.60
500992,100992,50000.00,719,0.70
500993,100993,75000.00,708,0.73
500994,100994,150000.00,603,0.79
500995,100995,50000.00,858,0.62
500996,100996,150000.00,521,0.07
500997,100997,200000.00,832,0.43
500998,100998,150000.00,457,0.26
500999,100999,150000.00,647,0.83
501000,101000,75000.00,NULL,0.12
501001,101001,300000.00,NULL,0.70
501002,101002,200000.00,704,0.29
501003,101003,150000.00,556,1.14
501004,101004,150000.00,888,0.44
501005,101005,200000.00,896,0.42
501006,101006,200000.00,857,1.11
501007,101007,50000.00,346,0.53
501008,101008,75000.00,512,1.16
501009,101009,200000.00,778,0.08
501010,101010,200000.00,786,0.40
501011,101011,100000.00,870,0.82
501012,101012,300000.00,865,1.07
501013,101013,200000.00,641,0.34
501014,101014,75000.00,823,1.12
501015,101015,300000.00,802,0.73
501016,101016,300000.00,305,0.97
501017,101017,150000.00,443,0.51
501018,101018,150000.00,560,0.29
501019,101019,150000.00,884,1.10
501020,101020,150000.00,531,1.12
501021,101021,100000.00,569,0.62
501022,101022,200000.00,746,0.06
501023,101023,150000.00,NULL,0.18
501024,101024,50000.00,351,0.71
501025,101025,150000.00,NULL,0.08
501026,101026,200000.00,837,0.51
501027,101027,150000.00,864,0.40
501028,101028,100000.00,840,0.87
501029,101029,75000.00,318,0.11
501030,101030,75000.00,691,0.61
501031,101031,200000.00,718,0.72
501032,101032,75000.00,NULL,0.76
501033,101033,75000.00,NULL,0.52
501034,101034,50000.00,560,0.40
501035,101035,200000.00,827,0.83
501036,101036,200000.00,572,1.02
501037,101037,75000.00,459,0.85
501038,101038,75000.00,523,1.12
501039,101039,75000.00,555,0.87
501040,101040,300000.00,479,0.93
501041,101041,100000.00,319,0.24
501042,101042,150000.00,767,0.53
501043,101043,100000.00,509,0.61
501044,101044,200000.00,812,0.34
501045,101045,50000.00,357,0.66
501046,101046,150000.00,392,0.38
501047,101047,50000.00,520,0.84
501048,101048,300000.00,531,0.59
501049,101049,200000.00,663,0.58
501050,101050,300000.00,861,1.18
501051,101051,200000.00,673,0.50
501052,101052,50000.00,755,0.47
501053,101053,50000.00,387,0.42
501054,101054,50000.00,319,1.08
501055,101055,200000.00,313,0.62
501056,101056,75000.00,432,0.74
501057,101057,50000.00,333,0.26
501058,101058,300000.00,507,0.67
501059,101059,150000.00,498,0.37
501060,101060,200000.00,NULL,0.89
501061,101061,300000.00,882,1.01
501062,101062,100000.00,454,0.87
501063,101063,100000.00,889,0.89
501064,101064,150000.00,377,0.64
501065,101065,75000.00,471,0.87
501066,101066,50000.00,588,0.54
501067,101067,200000.00,844,0.80
501068,101068,300000.00,719,0.35
501069,101069,50000.00,306,0.13
501070,101070,300000.00,459,0.53
501071,101071,200000.00,539,0.58
501072,101072,100000.00,722,0.34
501073,101073,50000.00,835,0.89
501074,101074,150000.00,369,0.13
501075,101075,75000.00,515,0.31
501076,101076,150000.00,NULL,0.91
501077,101077,75000.00,353,0.55
501078,101078,300000.00,629,0.86
501079,101079,50000.00,502,0.70
501080,101080,50000.00,587,1.14
501081,101081,75000.00,344,0.74
501082,101082,100000.00,497,0.07
501083,101083,200000.00,515,0.46
501084,101084,150000.00,780,0.21
501085,101085,300000.00,608,1.11
501086,101086,150000.00,734,0.17
501087,101087,150000.00,631,0.50
501088,101088,300000.00,326,0.31
501089,101089,300000.00,465,1.02
501090,101090,50000.00,617,0.40
501091,101091,150000.00,573,1.19
501092,101092,200000.00,682,0.09
501093,101093,200000.00,664,0.20
501094,101094,75000.00,402,0.31
501095,101095,300000.00,802,0.98
501096,101096,50000.00,672,1.06
501097,101097,200000.00,544,0.13
501098,101098,100000.00,468,0.09
501099,101099,50000.00,717,0.91
501100,101100,50000.00,NULL,0.20
501101,101101,200000.00,777,0.20
501102,101102,100000.00,424,0.08
501103,101103,75000.00,836,0.11
501104,101104,200000.00,NULL,0.35
501105,101105,100000.00,NULL,0.12
501106,101106,50000.00,830,0.47
501107,101107,100000.00,NULL,1.01
501108,101108,50000.00,420,0.43
501109,101109,200000.00,331,0.89
501110,101110,300000.00,336,0.16
501111,101111,200000.00,641,0.81
501112,101112,150000.00,312,0.41
501113,101113,150000.00,482,0.91
501114,101114,150000.00,564,0.21
501115,101115,200000.00,NULL,1.08
501116,101116,75000.00,761,0.33
501117,101117,200000.00,345,0.46
501118,101118,300000.00,NULL,1.14
501119,101119,100000.00,NULL,0.72
501120,101120,200000.00,830,0.47
501121,101121,200000.00,746,1.14
501122,101122,50000.00,345,0.43
501123,101123,50000.00,807,0.16
501124,101124,50000.00,857,1.20
501125,101125,200000.00,825,0.36
501126,101126,75000.00,896,1.03
501127,101127,100000.00,302,0.24
501128,101128,100000.00,327,0.89
501129,101129,300000.00,680,0.65
501130,101130,75000.00,456,1.18
501131,101131,75000.00,810,0.69
501132,101132,100000.00,NULL,0.08
501133,101133,150000.00,413,0.74
501134,101134,50000.00,NULL,0.22
501135,101135,50000.00,786,0.97
501136,101136,100000.00,549,1.04
501137,101137,75000.00,870,0.60
501138,101138,300000.00,614,0.95
501139,101139,150000.00,538,0.22
501140,101140,100000.00,533,0.62
501141,101141,50000.00,602,0.50
501142,101142,200000.00,633,0.75
501143,101143,75000.00,412,0.10
501144,101144,200000.00,661,0.91
501145,101145,300000.00,396,0.14
501146,101146,100000.00,315,0.80
501147,101147,50000.00,855,0.07
501148,101148,150000.00,675,1.01
501149,101149,200000.00,689,0.25
501150,101150,150000.00,NULL,0.64
501151,101151,300000.00,698,0.35
501152,101152,50000.00,559,0.88
501153,101153,200000.00,619,0.42
501154,101154,300000.00,495,0.88
501155,101155,150000.00,777,0.38
501156,101156,150000.00,717,0.92
501157,101157,200000.00,774,0.09
501158,101158,50000.00,867,0.38
501159,101159,150000.00,843,0.62
501160,101160,100000.00,NULL,0.10
501161,101161,300000.00,NULL,0.26
501162,101162,200000.00,499,1.12
501163,101163,75000.00,898,1.17
501164,101164,75000.00,320,0.90
501165,101165,50000.00,NULL,0.34
501166,101166,100000.00,887,0.35
501167,101167,150000.00,895,0.79
501168,101168,75000.00,733,0.19
501169,101169,50000.00,NULL,1.14
501170,101170,300000.00,859,0.31
501171,101171,100000.00,377,1.20
501172,101172,100000.00,841,0.62
501173,101173,50000.00,584,0.94
501174,101174,50000.00,NULL,0.05
501175,101175,150000.00,852,1.07
501176,101176,50000.00,581,0.36
501177,101177,150000.00,861,0.82
501178,101178,150000.00,NULL,0.98
501179,101179,200000.00,659,0.24
501180,101180,100000.00,739,0.56
501181,101181,300000.00,569,0.62
501182,101182,100000.00,433,0.41
501183,101183,100000.00,NULL,0.60
501184,101184,200000.00,394,0.42
501185,101185,150000.00,872,0.46
501186,101186,150000.00,779,0.82
501187,101187,50000.00,540,0.78
501188,101188,200000.00,312,0.32
501189,101189,50000.00,446,1.08
501190,101190,200000.00,394,1.04
501191,101191,50000.00,592,0.64
501192,101192,75000.00,324,0.55
501193,101193,100000.00,571,0.48
501194,101194,100000.00,804,0.86
501195,101195,300000.00,465,0.82
501196,101196,150000.00,386,0.28
501197,101197,300000.00,790,0.82
501198,101198,75000.00,440,0.34
501199,101199,300000.00,402,0.07
501200,101200,100000.00,525,0.85
501201,101201,150000.00,874,0.79
501202,101202,75000.00,593,0.52
501203,101203,100000.00,605,0.65
501204,101204,50000.00,553,1.14
501205,101205,200000.00,479,0.73
501206,101206,75000.00,339,0.81
501207,101207,150000.00,NULL,0.12
501208,101208,300000.00,845,0.24
501209,101209,300000.00,535,0.40
501210,101210,75000.00,762,0.67
501211,101211,150000.00,527,0.94
501212,101212,75000.00,782,0.42
501213,101213,150000.00,729,0.46
501214,101214,300000.00,321,0.34
501215,101215,100000.00,642,0.34
501216,101216,50000.00,NULL,1.14
501217,101217,100000.00,472,0.78
501218,101218,50000.00,738,0.23
501219,101219,300000.00,478,0.88
501220,101220,100000.00,897,0.88
501221,101221,100000.00,432,0.82
501222,101222,75000.00,650,0.20
501223,101223,200000.00,824,0.52
501224,101224,300000.00,NULL,0.17
501225,101225,150000.00,805,0.99
501226,101226,300000.00,383,0.80
501227,101227,150000.00,763,0.63
501228,101228,150000.00,642,0.44
501229,101229,50000.00,579,0.26
501230,101230,150000.00,562,0.17
501231,101231,150000.00,465,1.16
501232,101232,75000.00,592,0.28
501233,101233,100000.00,NULL,0.12
501234,101234,300000.00,879,1.16
501235,101235,300000.00,525,0.68
501236,101236,150000.00,469,0.97
501237,101237,200000.00,897,0.10
501238,101238,300000.00,NULL,0.70
501239,101239,150000.00,801,0.51
501240,101240,50000.00,826,0.94
501241,101241,50000.00,678,0.09
501242,101242,50000.00,500,0.51
501243,101243,150000.00,549,0.97
501244,101244,75000.00,708,0.65
501245,101245,200000.00,424,0.68
501246,101246,150000.00,412,0.16
501247,101247,75000.00,436,0.20
501248,101248,75000.00,795,0.83
501249,101249,300000.00,449,0.83
501250,101250,150000.00,NULL,1.18
501251,101251,150000.00,879,0.87
501252,101252,75000.00,620,0.62
501253,101253,75000.00,831,1.04
501254,101254,75000.00,588,0.17
501255,101255,300000.00,788,0.57
501256,101256,150000.00,791,0.38
501257,101257,75000.00,551,0.17
501258,101258,50000.00,376,0.93
501259,101259,150000.00,691,0.64
501260,101260,300000.00,711,0.69
501261,101261,50000.00,472,0.52
501262,101262,100000.00,500,0.58
501263,101263,150000.00,516,0.18
501264,101264,100000.00,675,0.82
501265,101265,75000.00,885,0.55
501266,101266,300000.00,310,0.99
501267,101267,75000.00,311,0.28
501268,101268,300000.00,889,0.29
501269,101269,200000.00,734,0.79
501270,101270,75000.00,672,1.02
501271,101271,100000.00,572,0.59
501272,101272,300000.00,875,0.89
501273,101273,75000.00,808,1.20
501274,101274,150000.00,431,1.19
501275,101275,300000.00,618,0.91
501276,101276,300000.00,467,0.90
501277,101277,75000.00,696,0.33
501278,101278,200000.00,479,1.01
501279,101279,75000.00,357,0.52
501280,101280,100000.00,779,1.16
501281,101281,100000.00,890,0.14
501282,101282,300000.00,759,0.55
501283,101283,300000.00,360,0.69
501284,101284,75000.00,668,0.52
501285,101285,100000.00,420,0.29
501286,101286,100000.00,845,0.73
501287,101287,200000.00,881,0.92
501288,101288,150000.00,316,0.79
501289,101289,200000.00,795,0.32
501290,101290,50000.00,796,0.89
501291,101291,200000.00,804,0.35
501292,101292,75000.00,831,0.25
501293,101293,150000.00,614,0.84
501294,101294,75000.00,368,1.02
501295,101295,50000.00,460,0.60
501296,101296,150000.00,444,0.66
501297,101297,300000.00,868,0.40
501298,101298,100000.00,894,0.62
501299,101299,200000.00,684,0.20
501300,101300,75000.00,568,1.15
501301,101301,50000.00,753,0.97
501302,101302,100000.00,NULL,0.82
501303,101303,200000.00,649,0.67
501304,101304,100000.00,409,0.96
501305,101305,200000.00,782,0.62
501306,101306,300000.00,706,0.39
501307,101307,150000.00,350,0.23
501308,101308,100000.00,NULL,0.79
501309,101309,100000.00,862,1.12
501310,101310,100000.00,775,0.23
501311,101311,150000.00,386,0.26
501312,101312,50000.00,367,0.55
501313,101313,200000.00,895,0.98
501314,101314,300000.00,341,0.39
501315,101315,100000.00,356,0.34
501316,101316,150000.00,495,0.76
501317,101317,50000.00,361,0.67
501318,101318,200000.00,562,0.12
501319,101319,150000.00,411,0.14
501320,101320,300000.00,NULL,0.79
501321,101321,300000.00,325,0.58
501322,101322,200000.00,709,1.17
501323,101323,100000.00,830,0.83
501324,101324,300000.00,616,0.06
501325,101325,50000.00,831,0.60
501326,101326,150000.00,405,0.53
501327,101327,50000.00,763,0.17
501328,101328,100000.00,545,1.11
501329,101329,50000.00,380,0.98
501330,101330,50000.00,695,0.31
501331,101331,75000.00,NULL,0.34
501332,101332,50000.00,563,0.09
501333,101333,200000.00,573,0.39
501334,101334,150000.00,471,0.72
501335,101335,75000.00,NULL,0.53
501336,101336,150000.00,325,1.16
501337,101337,150000.00,768,0.11
501338,101338,100000.00,775,0.73
501339,101339,100000.00,655,1.04
501340,101340,75000.00,325,0.60
501341,101341,300000.00,333,0.05
501342,101342,100000.00,563,0.33
501343,101343,100000.00,437,0.42
501344,101344,100000.00,865,1.16
501345,101345,150000.00,761,1.10
501346,101346,75000.00,467,1.14
501347,101347,150000.00,380,1.00
501348,101348,200000.00,706,0.45
501349,101349,150000.00,873,1.09
501350,101350,200000.00,345,1.18
501351,101351,50000.00,898,0.45
501352,101352,50000.00,352,0.35
501353,101353,200000.00,775,0.68
501354,101354,200000.00,891,0.27
501355,101355,150000.00,NULL,0.09
501356,101356,200000.00,NULL,1.14
501357,101357,75000.00,786,1.11
501358,101358,50000.00,801,0.24
501359,101359,50000.00,440,0.52
501360,101360,300000.00,746,1.01
501361,101361,200000.00,589,0.81
501362,101362,100000.00,508,0.50
501363,101363,100000.00,NULL,0.91
501364,101364,200000.00,NULL,1.08
501365,101365,75000.00,726,1.12
501366,101366,100000.00,670,0.49
501367,101367,300000.00,589,0.25
501368,101368,200000.00,731,1.10
501369,101369,75000.00,567,0.16
501370,101370,75000.00,NULL,0.88
501371,101371,150000.00,554,0.21
501372,101372,75000.00,652,0.50
501373,101373,100000.00,676,0.52
501374,101374,100000.00,657,0.23
501375,101375,200000.00,669,1.11
501376,101376,200000.00,526,0.05
501377,101377,75000.00,602,1.08
501378,101378,300000.00,688,1.07
501379,101379,50000.00,676,0.41
501380,101380,150000.00,417,0.86
501381,101381,50000.00,304,0.34
501382,101382,75000.00,NULL,0.92
501383,101383,75000.00,651,0.70
501384,101384,50000.00,832,0.40
501385,101385,150000.00,423,0.51
501386,101386,50000.00,576,0.84
501387,101387,200000.00,693,1.09
501388,101388,100000.00,659,0.20
501389,101389,300000.00,768,0.71
501390,101390,200000.00,356,0.34
501391,101391,100000.00,550,0.97
501392,101392,300000.00,449,0.13
501393,101393,300000.00,751,0.84
501394,101394,300000.00,NULL,0.25
501395,101395,75000.00,419,0.74
501396,101396,300000.00,881,1.01
501397,101397,150000.00,650,0.92
501398,101398,50000.00,398,0.92
501399,101399,150000.00,466,0.65
501400,101400,50000.00,813,1.07
501401,101401,200000.00,700,0.73
501402,101402,200000.00,664,1.11
501403,101403,50000.00,NULL,0.68
501404,101404,150000.00,625,0.63
501405,101405,50000.00,880,0.31
501406,101406,300000.00,546,0.68
501407,101407,75000.00,733,0.21
501408,101408,200000.00,392,1.05
501409,101409,75000.00,567,0.83
501410,101410,300000.00,620,1.19
501411,101411,300000.00,361,0.16
501412,101412,200000.00,599,0.33
501413,101413,200000.00,702,1.06
501414,101414,300000.00,866,0.50
501415,101415,100000.00,602,0.59
501416,101416,75000.00,552,1.04
501417,101417,75000.00,777,0.65
501418,101418,100000.00,668,0.27
501419,101419,150000.00,459,1.08
501420,101420,75000.00,465,0.09
501421,101421,50000.00,504,1.08
501422,101422,300000.00,NULL,0.11
501423,101423,300000.00,437,0.82
501424,101424,100000.00,667,0.13
501425,101425,75000.00,742,0.86
501426,101426,150000.00,866,0.09
501427,101427,75000.00,316,1.02
501428,101428,300000.00,367,0.59
501429,101429,200000.00,432,0.16
501430,101430,50000.00,729,0.86
501431,101431,100000.00,607,0.61
501432,101432,200000.00,473,0.27
501433,101433,150000.00,711,0.07
501434,101434,200000.00,396,0.53
501435,101435,200000.00,453,0.15
501436,101436,150000.00,541,0.16
501437,101437,200000.00,603,0.36
501438,101438,100000.00,584,0.78
501439,101439,300000.00,326,0.66
501440,101440,75000.00,701,0.13
501441,101441,200000.00,NULL,1.16
501442,101442,100000.00,359,1.07
501443,101443,75000.00,501,0.35
501444,101444,75000.00,NULL,0.19
501445,101445,200000.00,669,1.13
501446,101446,100000.00,832,0.58
501447,101447,300000.00,451,0.41
501448,101448,200000.00,401,0.61
501449,101449,150000.00,745,0.94
501450,101450,75000.00,528,0.24
501451,101451,200000.00,424,0.93
501452,101452,75000.00,535,0.91
501453,101453,100000.00,461,0.67
501454,101454,50000.00,853,1.05
501455,101455,200000.00,652,0.20
501456,101456,300000.00,367,0.73
501457,101457,200000.00,472,0.57
501458,101458,75000.00,858,0.54
501459,101459,100000.00,560,0.34
501460,101460,150000.00,516,0.48
501461,101461,300000.00,423,0.17
501462,101462,100000.00,461,0.34
501463,101463,200000.00,500,0.36
501464,101464,150000.00,753,0.88
501465,101465,100000.00,701,0.11
501466,101466,50000.00,761,0.80
501467,101467,300000.00,574,0.30
501468,101468,75000.00,505,0.14
501469,101469,100000.00,339,0.40
501470,101470,100000.00,572,0.31
501471,101471,50000.00,392,0.68
501472,101472,200000.00,341,0.46
501473,101473,300000.00,764,1.16
501474,101474,300000.00,678,1.16
501475,101475,75000.00,406,0.56
501476,101476,100000.00,627,0.96
501477,101477,150000.00,NULL,0.07
501478,101478,100000.00,664,0.68
501479,101479,75000.00,783,0.90
501480,101480,100000.00,323,0.30
501481,101481,50000.00,839,0.12
501482,101482,100000.00,361,0.23
501483,101483,100000.00,790,0.56
501484,101484,150000.00,572,0.63
501485,101485,50000.00,528,0.49
501486,101486,50000.00,319,0.56
501487,101487,100000.00,NULL,0.59
501488,101488,300000.00,720,0.93
501489,101489,150000.00,606,0.17
501490,101490,100000.00,731,0.93
501491,101491,100000.00,435,0.84
501492,101492,75000.00,814,0.90
501493,101493,75000.00,492,0.89
501494,101494,300000.00,884,0.59
501495,101495,150000.00,714,0.29
501496,101496,200000.00,417,0.67
501497,101497,75000.00,508,1.15
501498,101498,200000.00,NULL,0.73
501499,101499,50000.00,617,0.06
501500,101500,75000.00,419,0.12
501501,101501,75000.00,824,1.19
501502,101502,150000.00,880,0.13
501503,101503,300000.00,388,0.10
501504,101504,200000.00,811,0.46
501505,101505,75000.00,346,1.16
501506,101506,75000.00,821,0.42
501507,101507,150000.00,583,0.52
501508,101508,150000.00,676,0.78
501509,101509,300000.00,433,0.08
501510,101510,200000.00,547,1.08
501511,101511,50000.00,617,0.65
501512,101512,300000.00,735,0.59
501513,101513,50000.00,475,1.04
501514,101514,100000.00,885,1.15
501515,101515,75000.00,650,0.54
501516,101516,200000.00,442,0.25
501517,101517,300000.00,NULL,0.99
501518,101518,75000.00,668,0.51
501519,101519,200000.00,800,1.13
501520,101520,200000.00,669,1.14
501521,101521,200000.00,878,0.18
501522,101522,75000.00,681,1.15
501523,101523,300000.00,385,0.47
501524,101524,150000.00,759,0.79
501525,101525,75000.00,624,0.09
501526,101526,200000.00,821,1.07
501527,101527,300000.00,NULL,0.79
501528,101528,100000.00,NULL,0.79
501529,101529,50000.00,654,1.09
501530,101530,200000.00,587,0.63
501531,101531,100000.00,758,0.52
501532,101532,150000.00,835,1.05
501533,101533,200000.00,590,0.90
501534,101534,100000.00,467,1.14
501535,101535,200000.00,727,1.13
501536,101536,75000.00,789,0.49
501537,101537,300000.00,654,0.56
501538,101538,100000.00,495,0.34
501539,101539,300000.00,844,0.81
501540,101540,75000.00,310,0.47
501541,101541,75000.00,881,0.95
501542,101542,300000.00,555,0.19
501543,101543,100000.00,695,0.18
501544,101544,300000.00,708,0.29
501545,101545,300000.00,661,0.15
501546,101546,50000.00,558,0.76
501547,101547,100000.00,302,0.22
501548,101548,50000.00,383,0.23
501549,101549,200000.00,455,0.07
501550,101550,300000.00,475,0.95
501551,101551,200000.00,771,0.98
501552,101552,100000.00,NULL,0.24
501553,101553,300000.00,433,0.90
501554,101554,200000.00,679,0.55
501555,101555,150000.00,576,0.33
501556,101556,75000.00,535,0.76
501557,101557,300000.00,312,0.26
501558,101558,75000.00,641,0.92
501559,101559,50000.00,334,0.10
501560,101560,200000.00,858,1.15
501561,101561,50000.00,513,0.13
501562,101562,300000.00,NULL,0.72
501563,101563,75000.00,704,1.09
501564,101564,75000.00,793,0.06
501565,101565,200000.00,458,0.62
501566,101566,300000.00,409,0.45
501567,101567,150000.00,848,0.72
501568,101568,150000.00,NULL,0.31
501569,101569,200000.00,646,0.12
501570,101570,300000.00,NULL,0.77
501571,101571,200000.00,778,0.53
501572,101572,300000.00,410,0.77
501573,101573,50000.00,730,0.29
501574,101574,200000.00,841,0.44
501575,101575,300000.00,414,0.70
501576,101576,150000.00,389,0.73
501577,101577,300000.00,511,0.48
501578,101578,300000.00,849,0.37
501579,101579,200000.00,894,0.36
501580,101580,50000.00,838,0.25
501581,101581,50000.00,659,0.42
501582,101582,50000.00,785,0.28
501583,101583,50000.00,671,0.78
501584,101584,100000.00,514,0.70
501585,101585,200000.00,314,0.49
501586,101586,75000.00,558,0.42
501587,101587,200000.00,762,0.32
501588,101588,100000.00,419,0.67
501589,101589,50000.00,427,1.11
501590,101590,100000.00,822,0.84
501591,101591,150000.00,624,0.91
501592,101592,150000.00,619,1.01
501593,101593,200000.00,805,0.45
501594,101594,200000.00,825,0.12
501595,101595,75000.00,349,0.77
501596,101596,75000.00,883,0.27
501597,101597,150000.00,368,0.70
501598,101598,50000.00,690,0.90
501599,101599,100000.00,682,0.95
501600,101600,75000.00,315,0.40
501601,101601,300000.00,738,0.64
501602,101602,75000.00,867,0.76
501603,101603,50000.00,431,0.99
501604,101604,50000.00,859,0.93
501605,101605,200000.00,547,1.19
501606,101606,100000.00,572,0.06
501607,101607,50000.00,648,0.55
501608,101608,75000.00,783,0.34
501609,101609,75000.00,849,0.19
501610,101610,150000.00,656,1.10
501611,101611,50000.00,617,1.20
501612,101612,300000.00,347,0.26
501613,101613,200000.00,309,0.09
501614,101614,100000.00,532,0.37
501615,101615,300000.00,335,1.01
501616,101616,200000.00,712,0.39
501617,101617,75000.00,761,0.12
501618,101618,300000.00,303,0.11
501619,101619,200000.00,343,0.54
501620,101620,75000.00,867,1.12
501621,101621,75000.00,853,0.38
501622,101622,75000.00,554,0.54
501623,101623,75000.00,413,0.17
501624,101624,75000.00,696,0.62
